sugu,vanus,lapsed,emaharidus,isaharidus,kaaslane,staatus3,tervis,haridus,haridustase,sissetulek,meeldib_oppida,literacy,numeracy,psolvskills,hvaldkond,kaalud
Naine,41,Jah,Kesk,Kõrg,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,156.1495,Üldse mitte,202.2083,181.3236,201.1354,Üld,126.9208
Mees,55,Jah,Kõrg,Kesk,Jah,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,NA,Mõningal määral,321.6895,335.7026,NA,Hum,89.5839
Naine,39,Ei,Kõrg,Kesk,Jah,Hõivatud,Suurepärane,Rakenduskõrg,Kõrge,NA,Mõningal määral,287.2288,242.4478,NA,Põ,102.8143
Naine,18,Ei,Kõrg,Kõrg,Ei,Mitteaktiivne,Hea,Põhi,Madal,NA,Väga suurel määral,294.5998,285.1342,309.6575,Üld,88.03786
Naine,48,Jah,Kesk,Põhi,Jah,Hõivatud,Halb,Akadeemiline kõrg,Kõrge,NA,Väga suurel määral,280.9705,295.0052,268.459,Hum,116.91
Naine,16,Ei,Kesk,Kõrg,Ei,Hõivatud,Väga hea,Põhi,Madal,NA,Mõningal määral,289.8836,284.5077,322.266,Üld,125.3096
Naine,41,Jah,Kesk,Kesk,Ei,Mitteaktiivne,Halb,Rakenduskõrg,Kõrge,NA,Suurel määral,286.0799,270.1573,NA,TehTo,113.9431
Naine,50,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,351.0092,Väga vähe,247.7637,260.1063,NA,Üld,133.9683
Mees,39,Jah,Kesk,Põhi,Ei,Hõivatud,Hea,Rakenduskõrg,Kõrge,749.7039,Suurel määral,214.0494,222.3714,222.965,TehTo,139.1399
Naine,49,Ei,Põhi,Põhi,NA,Hõivatud,Hea,Rakenduskõrg,Kõrge,NA,Suurel määral,255.5694,234.9716,257.3016,Sots,114.2591
Mees,59,Jah,Põhi,Kesk,Jah,Hõivatud,Väga hea,Kesk-järgne kutse,Keskmine,1650.941,Mõningal määral,265.9207,232.8942,NA,NA,129.8856
Mees,37,Jah,Põhi,Põhi,Jah,Töötu,Väga hea,Kesk,Keskmine,NA,Mõningal määral,309.1231,332.1914,327.512,Üld,139.1399
Mees,37,Jah,Kesk,Kõrg,Jah,Hõivatud,Rahuldav,Kesk-järgne kutse,Keskmine,328.6402,Suurel määral,245.4629,257.4798,235.5159,Sots,139.1399
Mees,48,Jah,Kesk,Kõrg,Jah,Töötu,Hea,Kesk,Keskmine,NA,Suurel määral,239.6889,260.5427,268.1577,TehTo,160.514
Naine,53,Jah,Kesk,Põhi,Jah,Hõivatud,Rahuldav,Rakenduskõrg,Kõrge,NA,Suurel määral,304.5893,308.1262,NA,TehTo,114.2591
Naine,27,Jah,Kesk,Kesk,Jah,Hõivatud,Hea,Rakenduskõrg,Kõrge,644.4749,Mõningal määral,244.0484,232.8801,220.2597,Põ,91.59921
Mees,51,Jah,Põhi,Põhi,NA,Töötu,Hea,Kesk,Keskmine,NA,Mõningal määral,255.5797,269.6564,NA,TehTo,102.4662
Naine,40,Jah,Kesk,Kesk,Jah,Hõivatud,Hea,Kesk,Keskmine,802.3369,Suurel määral,172.6682,205.963,179.6654,Üld,113.9431
Mees,19,Ei,Kesk,Kesk,Ei,Mitteaktiivne,Rahuldav,Kesk,Keskmine,NA,Mõningal määral,274.7603,272.447,287.9781,Üld,96.83805
Mees,34,Jah,Kesk,Kesk,Jah,Hõivatud,Väga hea,Põhi,Madal,1061.667,Suurel määral,327.2429,302.5906,265.0655,TehTo,133.5027
Naine,62,Jah,Põhi,Põhi,NA,Hõivatud,Halb,Põhi,Madal,NA,Mõningal määral,205.1437,177.0255,NA,Üld,100.8727
Naine,49,Jah,Põhi,Kõrg,Ei,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,NA,Suurel määral,351.0204,372.3556,NA,Õp,113.3498
Mees,60,Ei,Põhi,Põhi,Jah,Mitteaktiivne,Halb,Põhi,Madal,NA,Suurel määral,233.5997,246.4763,NA,Üld,145.3943
Naine,49,Jah,Kesk,Põhi,NA,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,750,Suurel määral,304.0497,300.2613,NA,Sots,109.3224
Naine,23,Ei,Kõrg,Kesk,Jah,Hõivatud,Suurepärane,Kesk,Keskmine,NA,Väga suurel määral,290.3198,273.9174,326.1245,Üld,89.27423
Naine,36,Ei,Kõrg,Kesk,NA,Hõivatud,Hea,Rakenduskõrg,Kõrge,130,Suurel määral,262.3598,229.3271,277.5034,NA,100.6793
Mees,39,Jah,Kesk,Kõrg,Jah,Hõivatud,Hea,Rakenduskõrg,Kõrge,693.3333,Väga vähe,245.5355,258.5493,NA,Teen,139.1399
Mees,38,Ei,Kõrg,Kesk,Jah,Hõivatud,Hea,Kesk,Keskmine,NA,Väga vähe,272.9672,267.2226,251.6844,Üld,133.7182
Mees,27,Ei,Kesk,Kesk,Jah,Hõivatud,Väga hea,Rakenduskõrg,Kõrge,2416.667,Suurel määral,316.4368,308.6074,349.6419,Teen,148.5919
Naine,30,Jah,Kesk,NA,Jah,Hõivatud,Hea,Rakenduskõrg,Kõrge,1400,Suurel määral,287.8403,279.4623,273.3778,Sots,129.527
Mees,37,Jah,Kesk,Kesk,Jah,Hõivatud,Väga hea,Rakenduskõrg,Kõrge,1500,Suurel määral,229.2106,234.1445,267.5323,Sots,167.8111
Naine,48,Jah,Kesk,Põhi,Jah,Hõivatud,Hea,Kesk,Keskmine,NA,Mõningal määral,235.0848,229.3141,235.81,Üld,109.8928
Naine,24,Ei,Kõrg,Kõrg,Ei,Hõivatud,Hea,Kesk,Keskmine,1000,Väga suurel määral,280.7318,262.7225,321.3553,Üld,100.7362
Mees,30,Ei,Põhi,NA,Jah,Hõivatud,Halb,Kesk,Keskmine,NA,Suurel määral,206.6246,246.8023,226.4288,Üld,113.2407
Mees,52,Jah,Kõrg,Kesk,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,650,Suurel määral,279.1569,271.6582,294.5621,Teen,144.6558
Mees,27,Ei,Kõrg,Kesk,Ei,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,NA,Suurel määral,254.056,235.1094,229.2335,Sots,169.5588
Mees,55,Jah,Põhi,Kesk,Jah,Hõivatud,Hea,Rakenduskõrg,Kõrge,NA,Mõningal määral,251.4725,241.6187,NA,TehTo,144.6558
Naine,20,Ei,Kõrg,Kõrg,Ei,Töötu,Väga hea,Kesk,Keskmine,NA,Suurel määral,352.5637,323.7759,301.7495,Üld,118.4273
Naine,33,Jah,Kesk,Kesk,Jah,Hõivatud,Hea,Rakenduskõrg,Kõrge,881.2864,Suurel määral,329.8045,304.2246,300.1357,Sots,93.64667
Naine,56,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Rakenduskõrg,Kõrge,NA,Suurel määral,267.0137,257.2452,NA,Põ,89.39527
Mees,62,Jah,Põhi,Põhi,Ei,Mitteaktiivne,Rahuldav,Kesk,Keskmine,NA,Väga vähe,221.1272,187.5953,NA,Üld,105.841
Naine,21,Jah,Kesk,Kõrg,Jah,Mitteaktiivne,Hea,Põhi,Madal,NA,Suurel määral,224.1932,206.4652,288.0342,Üld,97.46748
Mees,64,Jah,Põhi,Põhi,Jah,Mitteaktiivne,Rahuldav,Kesk,Keskmine,NA,Suurel määral,298.4885,288.973,NA,Üld,121.2352
Mees,48,Jah,Kesk,Kesk,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,NA,Suurel määral,340.8481,352.6128,310.8317,TehTo,116.4704
Naine,21,Jah,Kesk,Kesk,Jah,Mitteaktiivne,Hea,Kesk-järgne kutse,Keskmine,NA,Suurel määral,259.3778,212.6185,258.8518,Teen,111.0168
Mees,27,Ei,Kesk,Kesk,NA,Hõivatud,Hea,Kesk,Keskmine,683.9127,Mõningal määral,277.281,288.1634,273.2857,TehTo,148.5919
Naine,59,Jah,Põhi,Põhi,NA,Hõivatud,Rahuldav,Kesk,Keskmine,208.9002,Väga vähe,287.2543,246.3374,NA,Terv,100.8727
Mees,61,Jah,Kesk,Põhi,Jah,Mitteaktiivne,Hea,Põhi,Madal,NA,Väga vähe,323.1189,265.4107,NA,Üld,86.86417
Mees,42,Jah,Kõrg,Kesk,Jah,Hõivatud,Halb,Akadeemiline kõrg,Kõrge,NA,Mõningal määral,279.2319,266.0135,297.576,Sots,133.7182
Mees,59,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,278,Mõningal määral,269.5786,283.384,NA,Üld,86.86417
Naine,48,Jah,Kõrg,Kõrg,Ei,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,276.0073,Väga vähe,325.7374,345.2307,330.8382,Sots,122.7917
Naine,24,Ei,Kesk,Põhi,Ei,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,866.6667,Väga suurel määral,278.6539,219.4288,247.7768,Terv,125.3096
Naine,54,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Rakenduskõrg,Kõrge,522.0663,Suurel määral,218.3996,252.8632,237.5184,Sots,93.21415
Naine,28,Ei,Kõrg,Kõrg,NA,Hõivatud,Hea,Rakenduskõrg,Kõrge,881.2864,Suurel määral,314.8589,280.8839,259.3044,Terv,132.5322
Mees,40,Jah,Kõrg,Kõrg,Ei,Hõivatud,Hea,Kesk,Keskmine,3512.935,Suurel määral,277.7665,270.9625,264.6853,TehTo,104.27
Naine,40,Jah,Kesk,Kesk,Jah,Mitteaktiivne,Hea,Kesk,Keskmine,NA,Suurel määral,304.6892,275.6101,297.9617,Õp,109.589
Mees,39,Jah,Kesk,Kesk,Jah,Hõivatud,Hea,Kesk,Keskmine,866.6667,Suurel määral,272.8259,310.2901,253.9869,Põ,110.372
Naine,45,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Kesk-järgne kutse,Keskmine,354.9567,Suurel määral,275.574,264.6703,NA,Teen,94.47261
Mees,56,Jah,Põhi,Põhi,Jah,Mitteaktiivne,Halb,Põhi,Madal,NA,Mõningal määral,279.3268,247.1387,NA,Üld,77.82272
Mees,59,Jah,Kesk,Kesk,Jah,Töötu,Rahuldav,Kesk,Keskmine,NA,Suurel määral,262.472,267.7647,273.2359,Üld,92.65193
Naine,32,Ei,Kesk,Kesk,Ei,Hõivatud,Hea,Rakenduskõrg,Kõrge,170.7413,Mõningal määral,251.3443,250.2705,243.684,Terv,95.81938
Naine,64,Jah,Põhi,Põhi,Ei,Hõivatud,Rahuldav,Põhi,Madal,194.4262,Väga vähe,265.7086,262.7138,251.4876,Üld,105.2936
Naine,42,Jah,Põhi,Põhi,Jah,Hõivatud,Hea,Kesk,Keskmine,NA,Mõningal määral,303.1135,304.7137,302.3296,Sots,153.0741
Mees,24,Jah,Kesk,Kesk,Jah,Mitteaktiivne,Hea,Põhi,Madal,NA,Suurel määral,233.1258,240.5618,276.2779,Üld,93.33152
Naine,36,Ei,Kesk,Põhi,NA,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,537.8563,Suurel määral,296.6172,245.259,257.9904,Õp,97.20211
Naine,31,Jah,Põhi,Põhi,Jah,Mitteaktiivne,Hea,Põhi,Madal,NA,Suurel määral,259.3295,238.3696,281.3564,Üld,91.59921
Naine,25,Ei,Kesk,Kesk,Jah,Mitteaktiivne,Suurepärane,Akadeemiline kõrg,Kõrge,NA,Suurel määral,305.5669,264.5515,300.2711,TehTo,115.7419
Mees,41,Ei,Kesk,Kõrg,NA,Hõivatud,Rahuldav,Kesk,Keskmine,NA,Mõningal määral,255.0487,263.9967,241.5776,NA,113.2608
Naine,31,Ei,Kesk,Kesk,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,354.9567,Väga suurel määral,306.6407,301.8162,309.8026,Sots,174.0099
Naine,22,Ei,Kesk,Kesk,Jah,Hõivatud,Hea,Kesk,Keskmine,439.1695,Suurel määral,316.1232,324.3419,311.6968,Üld,132.8315
Mees,23,Ei,Kõrg,Kesk,Ei,Hõivatud,Hea,Kesk,Keskmine,1210.69,Suurel määral,341.9671,345.0329,360.5945,Üld,132.8443
Mees,28,Jah,Kõrg,Kesk,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,552.3303,Mõningal määral,271.2776,318.9293,287.3885,Üld,125.9033
Mees,16,Ei,Kesk,Põhi,Ei,Mitteaktiivne,Suurepärane,Põhi,Madal,NA,Väga vähe,276.469,230.3785,241.7264,Üld,93.33152
Mees,26,Jah,Kõrg,Kõrg,Jah,Hõivatud,Suurepärane,Rakenduskõrg,Kõrge,749.7039,Väga suurel määral,291.5482,296.3721,312.7895,Teen,207.8822
Naine,63,Jah,Kesk,Kõrg,NA,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,735,Mõningal määral,277.2395,264.6651,NA,Põ,94.66655
Naine,62,Jah,Põhi,Põhi,Jah,Mitteaktiivne,Rahuldav,Rakenduskõrg,Kõrge,NA,Suurel määral,272.0935,242.9866,NA,Sots,107.7365
Naine,64,Ei,Kesk,NA,NA,Hõivatud,Rahuldav,Põhi,Madal,420.7479,Suurel määral,271.3137,223.3359,NA,Üld,105.2936
Naine,59,Jah,Põhi,Põhi,NA,Hõivatud,Rahuldav,Rakenduskõrg,Kõrge,NA,Suurel määral,231.1256,260.7173,256.3399,Sots,83.11272
Mees,52,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,1600,Suurel määral,237.3694,247.2473,241.6594,TehTo,95.58782
Mees,27,Ei,NA,NA,NA,Hõivatud,Hea,Kesk,Keskmine,644.4749,Mõningal määral,233.1765,233.7953,244.8435,Üld,154.0627
Naine,31,Ei,Kõrg,Kõrg,Jah,Hõivatud,Suurepärane,Akadeemiline kõrg,Kõrge,3360,Väga suurel määral,348.7599,328.4648,318.4265,Hum,129.527
Mees,48,Jah,Kesk,Kõrg,Jah,Hõivatud,Hea,Rakenduskõrg,Kõrge,NA,Suurel määral,234.288,282.6116,223.5734,TehTo,144.6558
Naine,55,Jah,Põhi,Põhi,Jah,Mitteaktiivne,Halb,Kesk,Keskmine,NA,Mõningal määral,207.2679,245.9718,NA,Üld,133.9683
Naine,31,Jah,NA,NA,Jah,Hõivatud,Hea,Kesk,Keskmine,354.9567,Väga suurel määral,297.1262,288.1526,298.1171,Teen,136.0254
Mees,23,Ei,Kesk,Kesk,Ei,Hõivatud,Väga hea,Kesk,Keskmine,1276.034,Suurel määral,320.2317,349.269,362.1145,Üld,203.9933
Naine,32,Jah,Kõrg,Kõrg,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,1276.034,Suurel määral,294.5505,271.8454,273.3143,Täp,158.2228
Mees,23,Ei,Kesk,Kesk,Ei,Hõivatud,Väga hea,Kesk,Keskmine,512,Väga suurel määral,271.338,235.93,286.2699,TehTo,207.8822
Mees,35,Ei,Kesk,Kesk,NA,Hõivatud,Rahuldav,Kesk,Keskmine,NA,Väga suurel määral,298.6853,341.5252,288.3506,Üld,202.9345
Naine,43,Jah,Põhi,NA,Jah,Hõivatud,Rahuldav,Rakenduskõrg,Kõrge,486.5391,Suurel määral,227.3217,263.6593,250.9986,TehTo,103.3144
Naine,61,Jah,NA,NA,Jah,Mitteaktiivne,Rahuldav,Kesk,Keskmine,NA,Väga vähe,167.4813,183.2843,NA,Üld,100.7443
Naine,42,Jah,Kõrg,Kõrg,Ei,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,1078.66,Suurel määral,274.384,303.507,261.4669,Õp,121.9408
Naine,24,Ei,Kõrg,Kõrg,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,1100.627,Suurel määral,314.0977,328.2527,328.0966,Hum,125.3096
Mees,45,Jah,Kesk,Põhi,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,618.1215,Suurel määral,287.0858,293.1462,NA,Üld,98.599
Mees,27,Ei,Kõrg,Põhi,Ei,Hõivatud,Suurepärane,Põhi,Madal,1127.831,Väga suurel määral,232.2898,236.6558,239.4645,Üld,98.96618
Naine,54,Jah,Põhi,Põhi,Jah,Hõivatud,Hea,Rakenduskõrg,Kõrge,328.6402,Väga suurel määral,261.677,277.8958,251.5048,TehTo,122.2789
Naine,62,Jah,Põhi,Põhi,Jah,Mitteaktiivne,Rahuldav,Kesk,Keskmine,NA,Mõningal määral,301.1515,269.5192,NA,Üld,106.9613
Mees,23,Ei,Kõrg,Kõrg,Ei,Hõivatud,Väga hea,Kesk,Keskmine,241.6781,Suurel määral,292.596,302.2483,257.6773,Üld,122.7014
Mees,20,Ei,Kesk,NA,Ei,Hõivatud,Hea,Kesk,Keskmine,NA,Väga suurel määral,317.5483,288.9768,337.9163,Üld,122.7014
Mees,28,Jah,Kõrg,Põhi,Jah,Mitteaktiivne,Hea,Põhi,Madal,NA,Suurel määral,332.206,331.4862,325.5055,Üld,109.5663
Naine,55,Ei,Kesk,Kesk,NA,Töötu,Hea,Akadeemiline kõrg,Kõrge,NA,Väga suurel määral,264.2648,257.631,252.0486,TehTo,122.7917
Naine,57,Jah,Kõrg,Kõrg,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,749.7039,Suurel määral,280.5463,296.071,299.8189,TehTo,113.1567
Naine,62,Jah,Põhi,Põhi,Ei,Mitteaktiivne,Halb,Rakenduskõrg,Kõrge,NA,Suurel määral,217.7597,233.7884,215.6357,Sots,94.79109
Mees,48,Jah,Põhi,Põhi,Ei,Hõivatud,Rahuldav,Kesk,Keskmine,749.7039,Suurel määral,261.0025,269.0927,243.1282,Teen,108.8759
Naine,51,Jah,Kesk,Kesk,Ei,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,NA,Suurel määral,327.2373,304.9413,NA,Terv,84.5247
Naine,20,Ei,Kõrg,Kesk,Ei,Hõivatud,Väga hea,Kesk,Keskmine,386.6849,Suurel määral,289.9641,248.0324,270.2133,Üld,125.2703
Naine,65,Jah,Põhi,Põhi,NA,Mitteaktiivne,Hea,Põhi,Madal,NA,Mõningal määral,245.4098,258.7715,NA,Üld,89.82339
Mees,44,Jah,Kesk,Kesk,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,500,Väga vähe,191.9597,147.8806,NA,Üld,105.1687
Mees,19,Ei,Kesk,Põhi,Ei,Mitteaktiivne,Hea,Põhi,Madal,NA,Suurel määral,243.7696,214.6944,284.6222,Üld,108.5352
Mees,34,Jah,Kesk,Põhi,Jah,Hõivatud,Suurepärane,Kesk,Keskmine,539.1721,Mõningal määral,279.8882,286.2715,259.9058,Põ,113.2407
Mees,51,Jah,Põhi,Põhi,Jah,Mitteaktiivne,Rahuldav,Kesk,Keskmine,NA,Üldse mitte,259.6818,292.6322,241.3143,TehTo,131.2973
Mees,63,Jah,Kesk,Kõrg,Jah,Mitteaktiivne,Hea,Akadeemiline kõrg,Kõrge,NA,Suurel määral,335.1555,344.4428,NA,TehTo,109.1704
Naine,39,Ei,Kõrg,Kesk,Jah,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,841.8116,Suurel määral,278.1494,280.2426,276.7943,Õp,121.9408
Naine,62,Jah,Põhi,Põhi,Jah,Mitteaktiivne,Rahuldav,Rakenduskõrg,Kõrge,NA,Mõningal määral,237.4656,230.7922,NA,TehTo,112.6842
Naine,48,Ei,Kesk,Põhi,NA,Mitteaktiivne,Rahuldav,Põhi,Madal,NA,Mõningal määral,162.2838,127.1316,NA,Üld,120.7966
Mees,17,Ei,Kesk,Kõrg,Ei,Mitteaktiivne,Väga hea,Põhi,Madal,NA,Väga suurel määral,300.2285,310.8991,320.6096,Üld,125.5482
Mees,63,Jah,Põhi,Põhi,Jah,Hõivatud,Hea,Kesk,Keskmine,NA,Väga vähe,288.9903,266.1924,NA,Üld,121.2352
Naine,37,Jah,Kesk,Põhi,Ei,Hõivatud,Rahuldav,Kesk,Keskmine,433.9062,Väga suurel määral,184.0425,218.8575,199.7183,Üld,121.9408
Mees,38,Jah,Kesk,NA,Jah,Hõivatud,NA,Põhi,Madal,NA,Üldse mitte,228.2948,213.6204,NA,Üld,156.5239
Naine,56,Jah,Kesk,Kõrg,Jah,Hõivatud,Suurepärane,Akadeemiline kõrg,Kõrge,828.6534,Mõningal määral,265.9771,259.4493,214.9713,Hum,94.66655
Mees,65,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Akadeemiline kõrg,Kõrge,1040,Mõningal määral,293.2469,288.2805,245.9753,TehTo,117.8036
Naine,44,Jah,Kõrg,Kõrg,Jah,Hõivatud,Suurepärane,Akadeemiline kõrg,Kõrge,760,Väga suurel määral,263.6768,246.419,254.2068,Sots,116.5867
Naine,43,Jah,Kesk,Põhi,Jah,Hõivatud,Hea,Rakenduskõrg,Kõrge,693.3333,Mõningal määral,257.3434,248.7024,250.6617,Põ,89.94017
Mees,62,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,1047.061,Mõningal määral,296.7434,323.2022,NA,TehTo,137.8951
Mees,64,Jah,Põhi,Põhi,NA,Hõivatud,Rahuldav,Rakenduskõrg,Kõrge,NA,Mõningal määral,255.2307,266.2403,NA,TehTo,99.78101
Naine,16,Ei,Kõrg,Kõrg,Ei,Töötu,Rahuldav,Põhi,Madal,NA,Suurel määral,259.3197,245.3017,280.2208,Üld,125.3096
Naine,17,Ei,Kesk,Kõrg,Ei,Mitteaktiivne,Suurepärane,Põhi,Madal,NA,Suurel määral,319.4572,298.4088,331.3676,Üld,111.9611
Mees,64,Jah,Põhi,Põhi,Jah,Hõivatud,Halb,Kesk,Keskmine,NA,Üldse mitte,252.5541,235.074,NA,Üld,88.45889
Naine,37,Ei,Kõrg,Kõrg,NA,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,749.7039,Suurel määral,280.6501,273.0948,NA,TehTo,153.0741
Mees,48,Ei,Kesk,Põhi,NA,Mitteaktiivne,Rahuldav,Kesk,Keskmine,NA,Suurel määral,232.7327,224.6218,NA,Üld,109.2704
Naine,48,Jah,Kõrg,Kõrg,Jah,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,NA,Suurel määral,317.0964,304.4236,338.2799,Sots,93.21415
Naine,54,Jah,Põhi,Põhi,Jah,Mitteaktiivne,Hea,Rakenduskõrg,Kõrge,NA,Suurel määral,181.7067,218.6513,193.0783,Sots,122.2789
Mees,17,Ei,Kõrg,Kesk,Ei,Mitteaktiivne,Hea,Põhi,Madal,NA,Suurel määral,260.1207,231.0033,268.6766,Üld,125.2482
Naine,27,Ei,Kesk,Kesk,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,1276.034,Suurel määral,322.9134,306.2807,NA,Sots,129.527
Naine,64,Jah,Põhi,NA,Ei,Hõivatud,Rahuldav,Põhi,Madal,135.1351,Üldse mitte,248.3752,244.4858,NA,Üld,89.39527
Mees,24,Ei,Kõrg,Kõrg,Ei,Hõivatud,Hea,Põhi,Madal,800,Mõningal määral,250.4965,225.5612,255.6928,Üld,103.3281
Naine,64,Jah,Põhi,Põhi,Ei,Töötu,Rahuldav,Kesk,Keskmine,NA,Suurel määral,239.4652,200.2994,NA,Üld,85.89999
Naine,62,Jah,Kõrg,Kõrg,Jah,Hõivatud,Rahuldav,Kesk,Keskmine,NA,Mõningal määral,257.8514,281.6875,297.1765,Üld,99.01231
Mees,20,Ei,Kõrg,Kõrg,Ei,Hõivatud,Rahuldav,Kesk,Keskmine,NA,Suurel määral,264.8117,300.2747,287.2908,Üld,110.2129
Naine,48,Jah,Põhi,Põhi,Jah,Mitteaktiivne,Hea,Põhi,Madal,NA,Mõningal määral,188.4379,165.5473,NA,Teen,80.80198
Naine,41,Jah,Kõrg,Kõrg,Jah,Hõivatud,Hea,Rakenduskõrg,Kõrge,NA,Väga suurel määral,244.3863,246.0964,251.8481,NA,103.3144
Naine,40,Jah,Põhi,Põhi,Jah,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,815.4951,Suurel määral,310.8717,268.6057,267.657,Hum,96.73882
Naine,62,Jah,Põhi,Põhi,Jah,Hõivatud,Halb,Akadeemiline kõrg,Kõrge,600,Suurel määral,303.6546,311.9311,NA,Hum,93.03661
Naine,43,Jah,Kesk,Kesk,NA,Hõivatud,Rahuldav,Rakenduskõrg,Kõrge,NA,Mõningal määral,299.154,271.8001,NA,Teen,113.9431
Naine,42,Jah,Kesk,Põhi,Ei,Hõivatud,Väga hea,Rakenduskõrg,Kõrge,802.3369,Suurel määral,305.2773,281.6163,297.8673,Täp,113.9431
Naine,24,Ei,Kõrg,Kõrg,Jah,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,322.0611,Suurel määral,330.6781,323.9835,326.3518,Sots,106.8165
Mees,42,Jah,Kesk,Kõrg,NA,Töötu,Hea,Kesk,Keskmine,NA,Mõningal määral,218.7915,184.4789,NA,Üld,165.5704
Naine,33,Jah,Kesk,Kesk,Jah,Hõivatud,Hea,Rakenduskõrg,Kõrge,805.5936,Väga suurel määral,185.008,191.4718,204.1013,Sots,128.2823
Mees,24,Ei,Kesk,Kesk,Ei,Mitteaktiivne,Rahuldav,Rakenduskõrg,Kõrge,NA,Väga suurel määral,277.7835,237.3326,NA,NA,115.6658
Mees,40,Jah,Kõrg,Kõrg,Jah,Hõivatud,Hea,Kesk,Keskmine,930,Suurel määral,306.7747,295.728,NA,TehTo,117.4611
Naine,24,Ei,Kõrg,Kesk,Ei,Hõivatud,Väga hea,Akadeemiline kõrg,Kõrge,986.5523,Suurel määral,314.0544,278.2221,291.9657,Sots,115.7419
Naine,51,Jah,Põhi,Põhi,Jah,Hõivatud,Rahuldav,Rakenduskõrg,Kõrge,346.6667,Väga suurel määral,195.1871,179.6692,175.5486,Teen,94.73455
Mees,19,Ei,Kesk,Põhi,Ei,Hõivatud,Väga hea,Kesk,Keskmine,NA,Mõningal määral,302.6796,322.8376,275.2423,Üld,106.7934
Naine,62,Jah,Põhi,Põhi,Jah,Mitteaktiivne,Rahuldav,Kesk,Keskmine,NA,Mõningal määral,239.5858,205.3711,NA,Teen,104.2818
Naine,27,Ei,Kõrg,Kesk,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,1214,Mõningal määral,367.2222,346.6501,336.7621,Sots,129.527
Mees,18,Ei,Kõrg,Kõrg,Ei,Mitteaktiivne,Suurepärane,Põhi,Madal,NA,Suurel määral,237.8793,274.5502,265.3145,Üld,141.9293
Mees,26,Ei,Kesk,Kesk,Ei,Hõivatud,Hea,Kesk,Keskmine,NA,Mõningal määral,263.0627,286.9529,274.2531,Üld,132.8443
Mees,41,Jah,Põhi,Põhi,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,NA,Mõningal määral,338.3463,384.8129,353.1506,Sots,100.4092
Mees,57,Jah,Põhi,Põhi,NA,Hõivatud,Rahuldav,Rakenduskõrg,Kõrge,407.5897,Väga suurel määral,285.5204,286.9512,NA,TehTo,98.93951
Mees,30,Jah,Kõrg,Kesk,Jah,Hõivatud,Hea,Akadeemiline kõrg,Kõrge,2300,Suurel määral,308.425,325.997,323.4427,Täp,120.0759
Mees,45,Jah,Põhi,Põhi,Jah,Hõivatud,Hea,Kesk,Keskmine,NA,Mõningal määral,205.7978,208.3083,186.6667,Teen,89.05991
Mees,20,Ei,Kõrg,NA,NA,Hõivatud,Väga hea,Kesk,Keskmine,749.7039,Suurel määral,253.2207,258.6363,235.0189,Üld,122.7014
Mees,20,Ei,Kesk,Kõrg,Ei,Hõivatud,Suurepärane,Põhi,Madal,NA,Suurel määral,274.7874,261.7883,280.0533,Üld,122.7014
Naine,21,Ei,Kõrg,NA,Jah,Hõivatud,Väga hea,Rakenduskõrg,Kõrge,539.1721,Suurel määral,256.9501,277.6928,286.8719,Sots,87.32237
